,pc1,pc2,pc3,pc4,pc5
0,0.037754994765276675,0.04340623461321646,-0.0038634513138174954,-0.03249475399456372,-0.0044793902328712845
1,0.02626859131619741,-0.0003368864621573209,-0.03887378868573576,-0.04888356481769493,-0.020207938030921517
2,0.029974785065767756,-0.005273516243625709,-0.03851517168938211,-0.021123132505854403,0.013897710220199342
3,0.03149810863585675,8.15998607640589e-05,0.012301893978569685,-0.04978871778697984,-0.03130117787590748
4,0.027876422091576755,0.1059990254033179,-0.0070308921844719485,0.03293812964210785,0.026400733162737097
5,0.029605195168769936,0.002149958939290625,-0.0015720715756632059,-0.036671309412946274,-0.021673767906163786
6,0.025908049360465497,-0.01657541860417666,-0.03391755722933676,-0.030353710385858823,0.011638254160530853
7,0.028315194738160798,-0.012020486644370897,-0.048245594099752376,-0.03740109981548792,0.009656950314296031
8,0.03254255832439289,-0.01219098091441987,0.030041085875176454,-0.04214034170259913,-0.01691150222932769
9,0.036953644697672615,0.019011587396913155,-0.01538086945575258,0.008527307164703499,-0.031001044915014875
10,0.004528991581192974,0.00139831665783302,-0.010389534678227414,-0.009006183747643209,-0.010602991675610463
11,0.0301643466107835,-0.02827278927847432,-0.04048948389251166,-0.011320353853702444,0.07093714275624854
12,0.022967405165700797,-0.007603084973275943,-0.05248947199299887,-0.045765020283992014,-0.03416580252320681
13,0.022930928298792973,-0.011006322233284712,-0.017210961287252465,-0.022613440314428048,-0.015250789899574901
14,0.042851747708541145,0.016995734985930648,0.07765154902431774,-0.025748485214943613,-0.023989078212193583
15,0.04139542996422927,-0.007885423827940477,0.08030039825545658,-0.037692088374606275,0.02034582064686512
16,0.02040253725938005,-0.00818238673556978,0.012303064077379506,-0.0232289507748243,-0.0066715149962324
17,0.007536733434845829,-0.001483875284430565,0.002695803888799772,-0.011417272666584046,-0.014450453631378306
18,0.0020079023690760395,-0.0003841147878143503,-0.004594984229504456,-0.0030272953811674723,-0.005717003132555161
19,0.044147744547654307,0.008199931318461999,0.0685638100874055,0.02839795051881999,-0.031942111934609
20,0.03482817141482035,-0.01031428216920161,-0.053984437689840896,-0.02094216548009461,0.03118792880306568
21,0.016101472174910036,0.05937205888568238,-0.014314844916237414,-0.00025102823501839297,0.014592646859895069
22,0.04103460818564895,-0.026329455891296958,0.0886897325674593,0.017102073756748257,-0.00934730923887478
23,0.022109139160050497,0.001885403735949001,0.025289239236643248,-0.02057136100916685,-0.010269382889347924
24,0.008059277788064121,-0.002342241407125066,-0.010139573160201911,-0.009391301077141515,0.0028703727285882535
25,0.04252415906230469,0.0031250393542557723,0.07349470643012554,-0.04129094718266655,0.0034065736787496303
26,0.017156955980489177,-0.00021576299020029886,-0.022133068733938045,-0.021428920039329277,0.0033165816563602525
27,0.0019323512629535397,0.0001545194573153657,-0.0038782859030121004,-0.004910199301877597,-0.005280288125271362
28,0.04084899858042654,0.0168275232945398,-0.03730696526319377,0.07869276292243695,-0.0015329325690299825
29,0.039432534344071145,-0.010817717640112101,-0.04187614106472185,0.019133675567784704,0.07813352447518307
30,0.04199274794535361,0.015760637212767138,0.08185428623713947,-0.027217077782955228,-0.019017972341005596
31,0.0024110509668768495,-0.0013930090497009289,-0.002801328832009457,-0.005952826423089397,-0.005056131417897796
32,0.0042278061708616865,0.00025043544657407695,-0.006762539705327795,-0.011172841724949667,-0.008949058430880053
33,0.03597124077161199,-0.01584084275332914,-0.030749966247840987,-0.030629831457938596,0.02218675845268801
34,0.03495850810039945,-0.006151996674443185,-0.008979286296843055,-0.05767863874923337,-0.04639601843250648
35,0.0388350088444713,-0.011619045937476553,-0.03770713602900133,-0.0028746037194601836,-0.02581680299689449
36,0.027072173819639216,-0.014665473630286242,-0.048879484959166566,-0.028790972810225184,-0.035005693198998905
37,0.039660816457106396,-0.03003910132404795,-0.032527404041106885,-0.010105573792752578,0.06255927446200008
38,0.0030925992425548826,-0.0011082375234459634,-0.001972429286915998,-0.0027469872411251014,-3.91468215217655e-06
39,0.037010918829040174,0.0320914273802976,0.004707837376560509,-0.014939775366314917,0.015133400046132442
40,0.04091522623187897,-0.022302493056442566,0.0009476264888169094,0.05744482319360498,-0.07448972711055664
41,0.03821583532227752,-0.023046244357244075,-0.01041614168538412,-0.009473843382994509,-0.025823609136715775
42,0.040423530783115044,0.015104541583027382,-0.009050346868754701,-0.003660256452830311,0.04890819181954071
43,0.037571539199614416,-0.010536325103988218,0.0025335370707435145,-0.05060448147063588,-0.03950824336037289
44,0.012522750944750931,-0.012260821668892492,-0.026178524590867804,-0.01761124760569838,0.004289468259206431
45,0.0340477813619794,-0.005748797571946356,-0.04466403649482796,-0.039025625814162426,-0.009293995933085893
46,0.013078620824256744,0.010165032047505313,-0.008768113589736524,-0.015192894556688407,-0.0076424140656122025
47,0.033862641010259,-0.013058446442234138,-0.021427153264016816,-0.04928868593226124,0.005728440595473325
