# Photometry of EPIC-210508766
# 
# Description
# 
#     This photometry was produced by Erik Petigura using the `k2phot`
#     code. We used a stationary 13.0 pixel aperture to
#     construct simple aperture photometry from the K2 target pixel
#     file. We then modeled time- and position-dependent photometric
#     variability. The size and shape of the aperture was chosen to
#     minimize noise on three-hour timescales.
# 
# Attribution
# 
#     If you use this photometry, please cite
# 
#     1. Petigura et al. 2015, ApJ, 811, 102
#     2. Aigrain et al. 2016, MNRAS, 459, 2408
# 
# Code Availability
# 
#     Public URL: https://github.com/petigura/k2phot
#     Version: v1.0
#     Git SHA: 0e63443fee2083618488daec2635a9d1af284731
# 
# Column Description
# 
#     t (float): Time [BJD_TDB]
#     cad (int): Unique cadence number
#     fbg (float): Background flux [e-/s/pixel]
#     fsap (float): Simple aperture photometry [e-/s]
#     fdt_t_rollmed (float): Flux after removing variability associated with
#          pixel position [e-/s]
#     fdt_t_roll_2D (float): Flux after removing variability associated with
#          pixel position and time [e-/s]
#     bgmask (bool): Outlier in background flux
#     thrustermask (bool): Thruster fire
#     fdtmask (bool): Observation excluded from Gaussian process model
#     fmask (bool): Observation ignored in transit search
#
t,cad,fsap,fbg,fdt_t_rollmed,fdt_t_roll_2D,bgmask,thrustermask,fdtmask,fmask
2457094.777438,105358,40235.956636,14.329992,40352.025433,40338.453836,False,False,False,False
2457094.797870,105359,40218.220458,14.600560,40337.629366,40324.254031,False,False,False,False
2457094.818302,105360,40216.992822,14.747043,40341.148024,40327.965344,False,False,False,False
2457094.838733,105361,40276.257591,16.061012,40286.084112,40273.090515,False,True,True,True
2457094.859165,105362,40304.330521,16.233063,40337.030051,40324.221990,False,True,True,True
2457094.879597,105363,40314.152600,15.205321,40342.496661,40329.870621,False,False,False,False
2457094.900028,105364,40312.874505,14.382754,40338.861202,40326.413701,False,False,False,False
2457094.920460,105365,40328.391047,15.132958,40350.672961,40338.400544,False,False,False,False
2457094.940892,105366,40342.327916,15.148002,40360.337751,40348.236995,False,False,False,False
2457094.961323,105367,40328.902041,15.752122,40338.649824,40326.717339,False,False,False,False
2457094.981755,105368,40318.619542,15.773261,40324.832257,40313.064682,False,False,False,False
2457095.002187,105369,40334.615504,15.733056,40335.290527,40323.684534,False,False,False,False
2457095.022618,105370,40339.348628,14.916024,40337.251990,40325.804283,False,False,False,False
2457095.043050,105371,40335.343043,15.544732,40327.935139,40316.642452,False,False,False,False
2457095.063482,105372,40346.814090,15.037980,40334.944445,40323.803546,False,False,False,False
2457095.104345,105374,40307.953911,14.151878,40329.477008,40318.630118,False,True,True,True
2457095.124777,105375,40332.962540,14.765732,40352.338537,40341.633933,False,False,False,False
2457095.145208,105376,40329.565415,14.029429,40345.019823,40334.454404,False,False,False,False
2457095.165640,105377,40326.019270,15.184015,40339.486918,40329.057616,False,False,False,False
2457095.186071,105378,40332.107672,14.847521,40341.928961,40331.632738,False,False,False,False
2457095.206503,105379,40336.798025,14.968187,40343.831403,40333.665261,False,False,False,False
2457095.226935,105380,40344.699318,14.806145,40352.938244,40342.899214,False,False,False,False
2457095.247367,105381,40323.375174,15.511049,40331.655940,40321.741088,False,False,False,False
2457095.267798,105382,40327.483027,15.604653,40334.462243,40324.668669,False,False,False,False
2457095.288230,105383,40325.938546,14.854236,40329.948042,40320.272880,False,False,False,False
2457095.308662,105384,40335.081545,14.765768,40339.376037,40329.816458,False,False,False,False
2457095.329093,105385,40335.305443,15.124321,40337.213166,40327.766371,False,False,False,False
2457095.349525,105386,40326.047823,15.013845,40325.585083,40316.248311,False,False,False,False
2457095.369956,105387,40332.285685,15.430799,40331.598213,40322.368737,False,False,False,False
2457095.390388,105388,40348.828935,14.279750,40347.978799,40338.853926,False,False,False,False
2457095.410820,105389,40344.314321,14.129096,40342.079828,40333.056901,False,False,False,False
2457095.431251,105390,40340.895864,15.210212,40335.899951,40326.976350,False,False,False,False
2457095.451683,105391,40333.295914,14.599670,40324.212090,40315.385226,False,False,False,False
2457095.472115,105392,40347.822604,14.610093,40338.776162,40330.043486,False,False,False,False
2457095.492546,105393,40341.711489,15.579321,40331.082313,40322.441309,False,False,False,False
2457095.512978,105394,40360.430522,14.157891,40350.658530,40342.106720,False,False,False,False
2457095.533410,105395,40332.877910,14.997064,40320.152342,40311.687280,False,False,False,False
2457095.553841,105396,40327.937881,15.719930,40314.865907,40306.485187,False,False,False,False
2457095.574273,105397,40351.041229,14.418701,40336.540370,40328.241621,False,False,False,False
2457095.594705,105398,40337.982606,14.476085,40321.621140,40313.402026,False,False,False,False
2457095.615136,105399,40363.414259,14.384592,40349.251311,40341.109534,False,False,False,False
2457095.635568,105400,40343.956807,14.923133,40327.942768,40319.876065,False,False,False,False
2457095.656000,105401,40346.489286,13.985834,40329.219584,40321.225728,False,False,False,False
2457095.676431,105402,40343.385183,15.037859,40326.044428,40318.121231,False,False,False,False
2457095.696863,105403,40349.821028,14.125589,40331.572313,40323.717623,False,False,False,False
2457095.717295,105404,40359.386260,14.342000,40342.777901,40334.989602,False,False,False,False
2457095.737726,105405,40361.461754,15.127724,40343.765230,40336.041242,False,False,False,False
2457095.758158,105406,40346.681091,15.499680,40328.338332,40320.676613,False,False,False,False
2457095.778590,105407,40354.470723,14.834128,40334.238488,40326.637034,False,False,False,False
2457095.799021,105408,40358.178182,15.501395,40338.582840,40331.039682,False,False,False,False
2457095.819453,105409,40356.496981,13.663748,40338.658489,40331.171698,False,False,False,False
2457095.839884,105410,40369.145293,13.891744,40352.344443,40344.912124,False,False,False,False
2457095.860316,105411,40349.917849,15.413946,40331.119389,40323.739686,False,False,False,False
2457095.880748,105412,40350.877758,13.829517,40330.741451,40323.412545,False,False,False,False
2457095.901179,105413,40359.068853,14.912844,40339.880595,40332.600705,False,False,False,False
2457095.921611,105414,40358.435868,14.326823,40339.539260,40332.306641,False,False,False,False
2457095.942043,105415,40360.480498,14.076039,40339.845385,40332.658330,False,False,False,False
2457095.962474,105416,40344.732032,15.196362,40325.075034,40317.931874,False,False,False,False
2457095.982906,105417,40336.167959,15.463655,40317.833866,40310.732970,False,False,False,False
2457096.003338,105418,40344.047416,15.044477,40327.654838,40320.594612,False,False,False,False
2457096.023769,105419,40367.498147,13.564761,40352.412439,40345.391325,False,False,False,False
2457096.044201,105420,40338.828409,15.235487,40324.637803,40317.654284,False,False,False,False
2457096.064633,105421,40343.826412,15.212666,40330.882845,40323.935439,False,False,False,False
2457096.085064,105422,40335.974815,14.893974,40326.578541,40319.665804,False,False,False,False
2457096.105496,105423,40356.280748,14.689077,40348.847196,40341.967721,False,False,False,False
2457096.125928,105424,40331.563919,14.258041,40328.236524,40321.388944,False,False,False,False
2457096.146359,105425,40333.582480,14.760968,40332.860352,40326.043336,False,False,False,False
2457096.166791,105426,40336.077206,14.705616,40339.752901,40332.965156,False,False,False,False
2457096.187223,105427,40323.230260,14.707252,40333.093183,40326.333454,False,False,False,False
2457096.207654,105428,40310.609137,15.061876,40322.404816,40315.671885,False,False,False,False
2457096.228086,105429,40273.873841,15.937922,40290.286180,40283.578866,False,False,False,False
2457096.248517,105430,40253.637488,14.577527,40272.429865,40265.747027,False,False,False,False
2457096.268949,105431,40240.258342,14.981347,40259.375864,40252.716397,False,False,False,False
2457096.289381,105432,40268.637634,13.645050,40290.155954,40283.518790,False,False,False,False
2457096.309812,105433,40283.631632,14.793272,40309.514260,40302.898371,False,False,False,False
2457096.330244,105434,40299.373445,14.898479,40327.863848,40321.268240,False,False,False,False
2457096.350676,105435,40314.964237,14.144756,40344.015192,40337.438912,False,False,False,False
2457096.371107,105436,40316.988450,15.408641,40350.491700,40343.933830,False,False,False,False
2457096.391539,105437,40308.518928,13.118131,40343.270351,40336.730013,False,False,False,False
2457096.411971,105438,40429.811949,15.149897,40464.699988,40458.176338,False,False,False,False
2457096.432402,105439,40300.003569,14.538752,40334.134580,40327.626815,False,False,False,False
2457096.452834,105440,40292.216393,14.866702,40331.279570,40324.786921,False,False,False,False
2457096.473266,105441,40296.598684,12.976686,40337.215702,40330.737440,False,False,False,False
2457096.493697,105442,40279.720352,15.421829,40324.749197,40318.284628,False,False,False,False
2457096.514129,105443,40268.943078,14.174991,40325.450850,40318.999319,False,False,False,False
2457096.534561,105444,40272.620074,13.853822,40337.869397,40331.430285,False,False,False,False
2457096.554992,105445,40307.943880,15.028311,40308.277106,40301.849831,False,True,True,True
2457096.575424,105446,40315.769127,14.721764,40327.592922,40321.176939,False,True,True,True
2457096.595856,105447,40317.850417,15.588429,40323.580437,40317.175238,False,False,False,False
2457096.616287,105448,40345.451803,14.411974,40347.266160,40340.871275,False,False,False,False
2457096.636719,105449,40341.938355,13.691646,40342.091546,40335.706540,False,False,False,False
2457096.657150,105450,40328.505260,14.389428,40326.511036,40320.135512,False,False,False,False
2457096.677582,105451,40345.609245,14.663063,40341.877359,40335.510955,False,False,False,False
2457096.698014,105452,40358.859356,15.082325,40354.919616,40348.562008,False,False,False,False
2457096.718445,105453,40338.133562,14.694479,40332.162547,40325.813447,False,False,False,False
2457096.738877,105454,40349.846413,14.706902,40341.863712,40335.522866,False,False,False,False
2457096.759309,105455,40351.662304,14.897694,40341.039831,40334.707025,False,False,False,False
2457096.779740,105456,40358.472649,13.511482,40343.807416,40337.482471,False,False,False,False
2457096.800172,105457,40358.188720,15.000264,40342.779234,40336.462005,False,False,False,False
2457096.820604,105458,40362.840074,14.084056,40346.321182,40340.011561,False,False,False,False
2457096.841035,105459,40365.756250,14.867781,40348.288063,40341.985979,False,False,False,False
2457096.861467,105460,40359.115345,14.336361,40340.923094,40334.628509,False,False,False,False
2457096.881898,105461,40355.957236,15.001447,40337.364509,40331.077423,False,False,False,False
2457096.902330,105462,40334.597450,16.183861,40315.863580,40309.584028,False,False,False,False
2457096.922762,105463,40352.688375,14.230628,40333.982132,40327.710184,False,False,False,False
2457096.943193,105464,40346.479457,15.644662,40327.434997,40321.170758,False,False,False,False
2457096.963625,105465,40360.896811,14.421312,40342.110413,40335.854022,False,False,False,False
2457096.984057,105466,40358.152244,14.638318,40338.247316,40331.998948,False,False,False,False
2457097.004488,105467,40376.206921,14.056095,40358.581385,40352.341251,False,False,False,False
2457097.024920,105468,40344.852649,15.415254,40325.009951,40318.778295,False,False,False,False
2457097.065783,105470,40330.399993,14.974065,40340.834731,40334.620903,False,True,True,True
2457097.086215,105471,40313.884159,14.813305,40324.053129,40317.848718,False,False,False,False
2457097.106646,105472,40344.274051,14.675294,40354.407514,40348.212902,False,False,False,False
2457097.127078,105473,40338.009664,14.957389,40347.961574,40341.777177,False,False,False,False
2457097.147510,105474,40344.182160,15.165004,40356.316480,40350.142747,False,False,False,False
2457097.167941,105475,40339.145202,14.365148,40347.473949,40341.311363,False,False,False,False
2457097.188373,105476,40326.484376,13.883845,40332.932647,40326.781724,False,False,False,False
2457097.208805,105477,40322.562545,15.127858,40327.344040,40321.205330,False,False,False,False
2457097.229236,105478,40322.656908,14.876837,40326.620340,40320.494425,False,False,False,False
2457097.249668,105479,40313.612802,14.743457,40317.040723,40310.928219,False,False,False,False
2457097.270100,105480,40289.888001,15.173793,40292.352045,40286.253601,False,False,False,False
2457097.290531,105481,40302.991426,14.873363,40305.061115,40298.977413,False,False,False,False
2457097.310963,105482,40302.732357,16.450886,40303.415926,40297.347677,False,False,False,False
2457097.331394,105483,40322.121131,14.235318,40322.509629,40316.457581,False,False,False,False
2457097.351826,105484,40346.242093,14.975051,40348.819300,40342.784230,False,False,False,False
2457097.372258,105485,40338.985784,14.234000,40341.872291,40335.855010,False,False,False,False
2457097.392689,105486,40330.938717,15.149250,40336.325078,40330.326426,False,False,False,False
2457097.413121,105487,40332.186668,14.867943,40334.678247,40328.699098,False,False,False,False
2457097.433553,105488,40324.020672,15.339634,40323.840164,40317.881422,False,False,False,False
2457097.453984,105489,40319.126640,15.555519,40318.237451,40312.300051,False,False,False,False
2457097.474416,105490,40342.388094,14.657034,40340.263368,40334.348277,False,False,False,False
2457097.494848,105491,40326.462580,15.367445,40324.567420,40318.675636,False,False,False,False
2457097.515279,105492,40359.571394,13.730417,40355.391771,40349.524321,False,False,False,False
2457097.535711,105493,40323.592583,16.070564,40316.351877,40310.509821,False,False,False,False
2457097.556142,105494,40341.733827,14.836375,40332.014607,40326.199031,False,False,False,False
2457097.576574,105495,40351.664796,14.401576,40340.188347,40334.400371,False,False,False,False
2457097.597006,105496,40340.241512,15.465519,40329.231955,40323.472727,False,False,False,False
2457097.617437,105497,40358.661859,13.977817,40345.674483,40339.945180,False,False,False,False
2457097.637869,105498,40363.580818,14.045296,40349.225202,40343.527033,False,False,False,False
2457097.658301,105499,40348.636469,15.183638,40334.104740,40328.438939,False,False,False,False
2457097.678732,105500,40352.326644,13.987569,40337.125571,40331.493405,False,False,False,False
2457097.699164,105501,40359.682669,15.655031,40346.208061,40340.610824,False,False,False,False
2457097.719596,105502,40350.982231,14.355003,40336.950543,40331.389555,False,False,False,False
2457097.740027,105503,40348.651540,14.004127,40334.148257,40328.624871,False,False,False,False
2457097.760459,105504,40349.651651,15.215513,40335.151849,40329.667442,False,False,False,False
2457097.780890,105505,40341.844610,15.110109,40329.207886,40323.763865,False,False,False,False
2457097.801322,105506,40346.084563,15.950963,40334.469939,40329.067739,False,False,False,False
2457097.821754,105507,40344.841928,14.429461,40336.142058,40330.783140,False,False,False,False
2457097.842185,105508,40344.949020,16.010117,40334.330645,40329.016497,False,False,False,False
2457097.862617,105509,40359.397187,14.213161,40350.728826,40345.460964,False,False,False,False
2457097.883049,105510,40336.198489,14.993669,40327.884025,40322.663991,False,False,False,False
2457097.903480,105511,40327.075006,14.728849,40318.963620,40313.792983,False,False,False,False
2457097.923912,105512,40353.184700,14.617119,40343.485576,40338.365931,False,False,False,False
2457097.944344,105513,40344.984688,14.392891,40336.001948,40330.934916,False,False,False,False
2457097.964775,105514,40355.329667,14.639796,40348.284419,40343.271646,False,False,False,False
2457097.985207,105515,40329.229621,15.376447,40322.116440,40317.159599,False,False,False,False
2457098.005638,105516,40344.486575,14.836534,40337.371961,40332.472748,False,False,False,False
2457098.026070,105517,40345.689339,15.507744,40338.661660,40333.821798,False,False,False,False
2457098.046502,105518,40348.565224,15.003426,40341.101904,40336.323141,False,False,False,False
2457098.066933,105519,40344.901607,15.233407,40337.000011,40332.284118,False,False,False,False
2457098.087365,105520,40343.745507,15.413898,40333.513068,40328.861842,False,False,False,False
2457098.107797,105521,40362.302861,14.502707,40349.784989,40345.200249,False,False,False,False
2457098.128228,105522,40325.664459,15.688782,40313.009512,40308.493102,False,False,False,False
2457098.148660,105523,40360.565285,14.695091,40348.630661,40344.184448,False,False,False,False
2457098.169091,105524,40351.024526,15.537162,40338.507720,40334.133595,False,False,False,False
2457098.189523,105525,40357.876911,14.963680,40343.374667,40339.074544,False,False,False,False
2457098.209955,105526,40348.087856,16.372822,40334.181689,40329.957503,False,False,False,False
2457098.230386,105527,40385.521994,15.087465,40369.722117,40365.575829,False,False,False,False
2457098.250818,105528,0.000000,0.000000,-72.177082,-76.243491,True,True,True,True
2457098.271250,105529,40365.888734,14.392192,40349.584522,40345.599995,False,True,True,True
2457098.291681,105530,40355.991318,15.297501,40338.183581,40334.282961,False,False,False,False
2457098.312113,105531,40392.944427,14.329773,40376.556687,40372.742020,False,False,False,False
2457098.332544,105532,40364.408783,15.351852,40346.768793,40343.042147,False,False,False,False
2457098.352976,105533,40363.968380,14.249027,40345.791166,40342.154631,False,False,False,False
2457098.373408,105534,40368.766595,14.972812,40348.822813,40345.278498,False,False,False,False
2457098.393839,105535,40357.691472,15.308494,40339.148477,40335.698511,False,False,False,False
2457098.414271,105536,40366.016952,14.058858,40347.062148,40343.708683,False,False,False,False
2457098.434703,105537,40350.031413,14.322427,40330.601439,40327.346643,False,False,False,False
2457098.455134,105538,40345.507003,15.006795,40326.168362,40323.014426,False,False,False,False
2457098.475566,105539,40355.667041,15.189332,40335.922065,40332.871198,False,False,False,False
2457098.495997,105540,40359.972557,14.139992,40340.320788,40337.375218,False,False,False,False
2457098.516429,105541,40360.660542,14.612362,40341.702282,40338.864256,False,False,False,False
2457098.536861,105542,40349.784940,15.504012,40330.579076,40327.850861,False,False,False,False
2457098.557292,105543,40359.355733,14.318381,40339.366747,40336.750626,False,False,False,False
2457098.577724,105544,40358.732219,14.738229,40340.113042,40337.611317,False,False,False,False
2457098.598156,105545,40357.723716,14.100659,40338.651902,40336.266894,False,False,False,False
2457098.618587,105546,40355.984197,14.760383,40337.308604,40335.042650,False,False,False,False
2457098.639019,105547,40367.683062,14.656744,40348.851359,40346.706814,False,False,False,False
2457098.659450,105548,40343.504186,15.158195,40325.680907,40323.660143,False,False,False,False
2457098.679882,105549,40349.475244,15.251987,40332.780606,40330.886010,False,False,False,False
2457098.700314,105550,40357.928080,14.570768,40342.277653,40340.511632,False,False,False,False
2457098.720745,105551,40330.641630,14.572397,40316.890053,40315.255028,False,False,False,False
2457098.741177,105552,40325.669532,13.632733,40313.705680,40312.204086,False,False,False,False
2457098.761609,105553,40322.002560,14.538654,40310.454355,40309.088646,False,False,False,False
2457098.782040,105554,40348.500528,14.731413,40339.609299,40338.381944,False,False,False,False
2457098.802472,105555,40361.229280,13.514918,40353.064697,40351.978178,False,False,False,False
2457098.822903,105556,40343.863745,15.116457,40338.289367,40337.346182,False,False,False,False
2457098.843335,105557,40342.152436,15.423228,40339.122567,40338.325229,False,False,False,False
2457098.863767,105558,40343.147025,14.471539,40341.840064,40341.191099,False,False,False,False
2457098.884198,105559,40334.205455,15.101663,40336.284730,40335.786680,False,False,False,False
2457098.904630,105560,40328.159204,15.645221,40334.763054,40334.418473,False,False,False,False
2457098.925062,105561,40311.210495,14.642593,40320.337984,40320.149441,False,False,False,False
2457098.945493,105562,40340.006952,14.885786,40352.258620,40352.228694,False,False,False,False
2457098.965925,105563,40335.386272,14.060139,40351.423861,40351.555148,False,False,False,False
2457098.986356,105564,40312.237733,14.681773,40332.697674,40332.992780,False,False,False,False
2457099.027220,105566,40311.903835,15.328388,40292.570443,40293.201056,False,True,True,True
2457099.047651,105567,40357.540605,14.681117,40345.618953,40346.421280,False,False,False,False
2457099.068083,105568,40348.595502,14.939239,40339.623858,40340.600551,False,False,False,False
2457099.088514,105569,0.000000,0.000000,-72.177082,-71.023355,True,True,True,True
2457099.108946,105570,40360.802148,13.468692,40346.807433,40348.140871,False,True,True,True
2457099.129378,105571,40331.082084,15.598874,40320.388633,40321.904467,False,False,False,False
2457099.149809,105572,40351.181985,14.794314,40341.529291,40343.230222,False,False,False,False
2457099.170241,105573,40334.481948,14.725041,40326.238378,40328.127114,False,False,False,False
2457099.190673,105574,40331.560555,15.543510,40323.475168,40325.554426,False,False,False,False
2457099.211104,105575,40338.377142,14.360247,40331.552193,40333.824703,False,False,False,False
2457099.231536,105576,40339.569495,14.805982,40332.075232,40334.543730,False,False,False,False
2457099.251967,105577,40334.739941,14.858768,40328.167048,40330.834281,False,False,False,False
2457099.272399,105578,40335.478100,14.004917,40333.598648,40336.467370,False,False,False,False
2457099.292831,105579,40363.484397,13.440640,40361.134028,40364.207005,False,False,False,False
2457099.313262,105580,40345.043937,14.627393,40341.991047,40345.271050,False,False,False,False
2457099.333694,105581,40345.318963,14.197040,40342.495832,40345.985642,False,False,False,False
2457099.354126,105582,40335.642254,14.648487,40333.064918,40336.767324,False,False,False,False
2457099.374557,105583,40337.149208,14.535255,40336.843735,40340.761532,False,False,False,False
2457099.394989,105584,40324.873283,15.446632,40325.117378,40329.253369,False,False,False,False
2457099.415420,105585,40326.864230,14.622254,40330.146880,40334.503874,False,False,False,False
2457099.435852,105586,40318.089650,15.070685,40322.589726,40327.170541,False,False,False,False
2457099.456284,105587,40312.437350,14.523316,40318.714760,40323.522219,False,False,False,False
2457099.476715,105588,40312.280095,15.991492,40320.664173,40325.701105,False,False,False,False
2457099.497147,105589,40332.150997,14.691196,40344.449494,40349.718735,False,False,False,False
2457099.517578,105590,40323.883894,14.026423,40338.723877,40344.228268,False,False,False,False
2457099.538010,105591,40294.330431,15.321768,40310.143583,40315.885971,False,False,False,False
2457099.558442,105592,40324.150518,13.596849,40340.831118,40346.814355,False,False,False,False
2457099.578873,105593,40300.125019,15.581890,40319.600156,40325.827097,False,False,False,False
2457099.599305,105594,40299.587383,15.352299,40324.222199,40330.695706,False,False,False,False
2457099.619737,105595,40321.529040,13.911820,40347.564119,40354.287060,False,False,False,False
2457099.640168,105596,40298.175129,14.918377,40327.152304,40334.127545,False,False,False,False
2457099.660600,105597,40305.402640,14.149762,40336.546591,40343.777008,False,False,False,False
2457099.681031,105598,40293.545185,14.776226,40328.779145,40336.267617,False,False,False,False
2457099.701463,105599,40283.795214,14.962667,40321.631269,40329.380674,False,False,False,False
2457099.721895,105600,40287.311208,14.371787,40325.515385,40333.528609,False,False,False,False
2457099.742326,105601,40314.508889,14.162082,40310.288036,40318.567967,False,True,True,True
2457099.762758,105602,40295.835571,16.062836,40301.793073,40310.342599,False,True,True,True
2457099.783189,105603,40313.422614,15.319211,40314.886400,40323.708413,False,False,False,False
2457099.803621,105604,40321.614067,14.340721,40319.321798,40328.419194,False,False,False,False
2457099.824053,105605,40321.794330,15.742188,40315.110123,40324.485797,False,False,False,False
2457099.844484,105606,40338.676964,15.117912,40332.161917,40341.818765,False,False,False,False
2457099.864916,105607,40352.710998,14.374700,40344.244561,40354.185486,False,False,False,False
2457099.885348,105608,40339.067202,14.392935,40326.249529,40336.477429,False,False,False,False
2457099.905779,105609,40354.267625,14.084834,40338.626651,40349.144429,False,False,False,False
2457099.926211,105610,40321.363513,14.517030,40303.210198,40314.020754,False,False,False,False
2457099.946642,105611,40347.818028,13.886664,40328.405800,40339.512038,False,False,False,False
2457099.967074,105612,40345.160626,15.197448,40326.636668,40338.041493,False,False,False,False
2457099.987506,105613,40320.896326,16.546415,40301.406814,40313.113125,False,False,False,False
2457100.007937,105614,40334.087247,13.579665,40313.804771,40325.815473,False,False,False,False
2457100.028369,105615,40311.294537,14.279423,40291.034241,40303.352238,False,False,False,False
2457100.048800,105616,40301.267258,14.386032,40281.281517,40293.909708,False,False,False,False
2457100.069232,105617,40324.936284,15.507606,40304.365729,40317.307015,False,False,False,False
2457100.089664,105618,40361.898544,14.259842,40341.099813,40354.357096,False,False,False,False
2457100.110095,105619,40331.701978,14.931273,40311.818588,40325.394763,False,False,False,False
2457100.130527,105620,40338.824255,14.401644,40317.624577,40331.522542,False,False,False,False
2457100.150959,105621,40348.945217,14.278065,40328.417120,40342.639772,False,False,False,False
2457100.171390,105622,40331.036299,15.109095,40312.169477,40326.719705,False,False,False,False
2457100.191822,105623,40343.513558,14.858539,40325.127314,40340.008011,False,False,False,False
2457100.212253,105624,40329.035687,14.455565,40312.008778,40327.222832,False,False,False,False
2457100.232685,105625,40344.986003,14.521020,40327.931580,40343.481876,False,False,False,False
2457100.253117,105626,40340.880775,14.072578,40324.687492,40340.576915,False,False,False,False
2457100.273548,105627,40333.126801,15.016113,40315.019137,40331.250564,False,False,False,False
2457100.293980,105628,40329.150601,13.890182,40313.802969,40330.379276,False,False,False,False
2457100.314411,105629,40334.731251,14.958324,40319.421930,40336.345992,False,False,False,False
2457100.334843,105630,40330.032429,14.957561,40316.290160,40333.564844,False,False,False,False
2457100.355275,105631,40300.922292,15.946189,40287.670081,40305.298252,False,False,False,False
2457100.375706,105632,40322.329681,14.579651,40313.403107,40331.387628,False,False,False,False
2457100.396138,105633,40319.215913,14.554149,40311.440625,40329.784351,False,False,False,False
2457100.416569,105634,40323.763944,14.790404,40319.014213,40337.719995,False,False,False,False
2457100.437001,105635,40316.968372,15.267284,40315.043279,40334.113967,False,False,False,False
2457100.457433,105636,40300.188464,14.836503,40299.765069,40319.203503,False,False,False,False
2457100.477864,105637,40296.945610,15.429832,40297.339842,40317.148858,False,False,False,False
2457100.498296,105638,40306.994971,14.517301,40310.966315,40331.148750,False,False,False,False
2457100.518727,105639,40312.089204,14.973170,40315.806540,40336.365217,False,False,False,False
2457100.539159,105640,40311.094646,14.448505,40316.963950,40337.901689,False,False,False,False
2457100.559591,105641,40297.904656,15.244540,40310.293209,40331.612827,False,False,False,False
2457100.580022,105642,40313.395661,13.736323,40327.249892,40348.954196,False,False,False,False
2457100.600454,105643,40298.277173,14.235381,40319.631486,40341.723281,False,False,False,False
2457100.620886,105644,40307.952809,13.982780,40333.650856,40356.132934,False,False,False,False
2457100.641317,105645,40288.902848,15.189067,40316.040776,40338.915929,False,False,False,False
2457100.661749,105646,40279.648100,13.824289,40312.145363,40335.416374,False,False,False,False
2457100.682180,105647,40260.716135,15.182371,40294.420182,40318.089823,False,False,False,False
2457100.702612,105648,40284.546143,14.239899,40323.311141,40347.382183,False,False,False,False
2457100.723044,105649,40254.205029,14.491383,40297.094026,40321.569232,False,False,False,False
2457100.743475,105650,40257.955082,13.663708,40308.807681,40333.689802,False,False,False,False
2457100.763907,105651,40327.303783,13.950764,40385.212210,40410.503990,False,False,False,False
2457100.784338,105652,40226.142789,15.536941,40288.671721,40314.375902,False,False,False,False
2457100.804770,105653,40237.716846,14.619884,40307.441321,40333.560631,False,False,False,False
2457100.825202,105654,40236.166500,14.184727,40311.142200,40337.679358,False,False,False,False
2457100.845633,105655,40227.955935,14.244528,40307.862974,40334.820699,False,False,False,False
2457100.866065,105656,40194.634626,15.044001,40286.467380,40313.848373,False,False,False,False
2457100.886496,105657,40201.572505,14.665200,40301.931887,40329.738844,False,False,False,False
2457100.906928,105658,40182.904614,14.945006,40290.635689,40318.871300,False,False,False,False
2457100.927360,105659,40169.474691,15.235079,40289.967610,40318.634550,False,False,False,False
2457100.947791,105660,40172.078189,14.706712,40306.789486,40335.890427,False,False,False,False
2457100.988654,105662,40318.127607,15.299250,40294.704603,40324.681515,False,True,True,True
2457101.009086,105663,40337.150322,14.629982,40314.766812,40345.185679,False,False,False,False
2457101.029518,105664,40332.016713,14.268119,40311.578896,40342.442347,False,False,False,False
2457101.049949,105665,40331.350725,14.598181,40314.866071,40346.176726,False,False,False,False
2457101.070381,105666,40326.057122,14.431491,40307.673840,40339.434313,False,False,False,False
2457101.090812,105667,40327.877197,14.695526,40309.401824,40341.614715,False,False,False,False
2457101.111244,105668,40321.525656,14.062960,40302.513163,40335.181064,False,False,False,False
2457101.131676,105669,40308.386463,15.460155,40290.010471,40323.135961,False,False,False,False
2457101.152107,105670,40307.411015,15.875301,40289.950108,40323.535758,False,False,False,False
2457101.172539,105671,40317.173208,14.023211,40300.617911,40334.666282,False,False,False,False
2457101.192970,105672,40318.160954,14.881069,40302.169461,40336.683100,False,False,False,False
2457101.213402,105673,40306.005399,13.933517,40290.520304,40325.501749,False,False,False,False
2457101.233834,105674,40301.689034,14.944359,40287.981360,40323.433139,False,False,False,False
2457101.254265,105675,40313.275249,15.936944,40303.063954,40338.988581,False,False,False,False
2457101.274697,105676,40294.560993,15.364300,40289.165304,40325.565284,False,False,False,False
2457101.295128,105677,40290.579412,15.475883,40287.394008,40324.271834,False,False,False,False
2457101.315560,105678,40302.940990,14.479923,40300.098570,40337.456725,False,False,False,False
2457101.335992,105679,40288.298725,14.620327,40286.113667,40323.954617,False,False,False,False
2457101.356423,105680,40298.249818,14.402797,40298.447060,40336.773268,False,False,False,False
2457101.376855,105681,40264.487761,15.063375,40269.083166,40307.897074,False,False,False,False
2457101.397286,105682,40266.285357,15.207322,40276.424671,40315.728712,False,False,False,False
2457101.417718,105683,40285.415147,14.702159,40296.573382,40336.369983,False,False,False,False
2457101.438150,105684,40278.088026,14.129374,40291.606926,40331.898495,False,False,False,False
2457101.458581,105685,40256.718273,14.863819,40273.347517,40314.136448,False,False,False,False
2457101.479013,105686,40270.834612,14.240103,40291.773395,40333.062079,False,False,False,False
2457101.499445,105687,40260.131865,15.082834,40285.335451,40327.126259,False,False,False,False
