# Photometry of EPIC-210508766
# 
# Description
# 
#     This photometry was produced by Erik Petigura using the `k2phot`
#     code. We used a stationary 13.0 pixel aperture to
#     construct simple aperture photometry from the K2 target pixel
#     file. We then modeled time- and position-dependent photometric
#     variability. The size and shape of the aperture was chosen to
#     minimize noise on three-hour timescales.
# 
# Attribution
# 
#     If you use this photometry, please cite
# 
#     1. Petigura et al. 2015, ApJ, 811, 102
#     2. Aigrain et al. 2016, MNRAS, 459, 2408
# 
# Code Availability
# 
#     Public URL: https://github.com/petigura/k2phot
#     Version: v1.0
#     Git SHA: 0e63443fee2083618488daec2635a9d1af284731
# 
# Column Description
# 
#     t (float): Time [BJD_TDB]
#     cad (int): Unique cadence number
#     fbg (float): Background flux [e-/s/pixel]
#     fsap (float): Simple aperture photometry [e-/s]
#     fdt_t_rollmed (float): Flux after removing variability associated with
#          pixel position [e-/s]
#     fdt_t_roll_2D (float): Flux after removing variability associated with
#          pixel position and time [e-/s]
#     bgmask (bool): Outlier in background flux
#     thrustermask (bool): Thruster fire
#     fdtmask (bool): Observation excluded from Gaussian process model
#     fmask (bool): Observation ignored in transit search
#
t,cad,fsap,fbg,fdt_t_rollmed,fdt_t_roll_2D,bgmask,thrustermask,fdtmask,fmask
2457079.821382,104626,40496.650592,15.139413,40543.705211,40318.216958,False,False,False,False
2457079.841814,104627,40501.743173,14.128078,40553.459584,40327.873500,False,False,False,False
2457079.862246,104628,40493.423558,14.805305,40551.906338,40326.217554,False,False,False,False
2457079.882678,104629,40562.198174,13.852023,40535.684064,40309.887722,False,True,True,True
2457079.903110,104630,40570.330242,13.690449,40541.023648,40315.114897,False,False,False,False
2457079.923542,104631,40599.239579,13.398677,40572.490353,40346.464356,False,False,False,False
2457079.943974,104632,40577.581325,15.166055,40554.879197,40328.731125,False,False,False,False
2457079.964406,104633,40573.392762,14.226237,40553.698883,40327.423920,False,False,False,False
2457079.984838,104634,40601.328415,13.644974,40584.144782,40357.738123,False,False,False,False
2457080.005269,104635,40577.022646,14.149817,40563.478840,40336.935691,False,False,False,False
2457080.025701,104636,40555.141642,14.212812,40545.056165,40318.371746,False,False,False,False
2457080.046133,104637,40566.830856,15.248138,40562.245909,40335.415451,False,False,False,False
2457080.066565,104638,40554.381011,15.385747,40553.405281,40326.424030,False,False,False,False
2457080.086997,104639,40563.629673,14.063000,40565.484505,40338.347721,False,False,False,False
2457080.107429,104640,40548.640717,14.327812,40555.093854,40327.796808,False,False,False,False
2457080.127861,104641,40535.526971,15.275569,40548.000765,40320.538747,False,False,False,False
2457080.148293,104642,40544.701954,14.267597,40564.385272,40336.753586,False,False,False,False
2457080.168725,104643,40524.816466,13.574300,40554.107118,40326.301080,False,False,False,False
2457080.189156,104644,40515.217603,14.205611,40551.750639,40323.765585,False,False,False,False
2457080.209588,104645,40516.260231,13.632812,40560.843919,40332.675202,False,False,False,False
2457080.230020,104646,40522.607601,13.504498,40575.468738,40347.111723,False,False,False,False
2457080.250452,104647,40506.068232,13.311613,40567.661034,40339.111108,False,False,False,False
2457080.270884,104648,40500.849672,14.044264,40570.698468,40341.951035,False,False,False,False
2457080.291316,104649,40497.952798,12.856273,40578.889676,40349.940155,False,False,False,False
2457080.311748,104650,40468.280574,14.372689,40560.221518,40331.065350,False,False,False,False
2457080.332180,104651,40466.824269,14.784926,40568.626455,40339.259098,False,False,False,False
2457080.352612,104652,40456.540091,14.049494,40572.091553,40342.508486,False,False,False,False
2457080.373043,104653,40574.126495,13.606628,40557.740888,40327.937609,False,True,True,True
2457080.393475,104654,40564.176369,14.094200,40543.614533,40313.586560,False,False,False,False
2457080.413907,104655,40597.504332,14.430033,40580.533799,40350.276672,False,False,False,False
2457080.434339,104656,40567.039737,14.906938,40554.084691,40323.593972,False,False,False,False
2457080.454771,104657,40576.916578,14.008081,40568.927076,40338.198346,False,False,False,False
2457080.475203,104658,40574.276958,14.004749,40572.433928,40341.462792,False,False,False,False
2457080.495635,104659,40557.598873,15.017979,40563.658202,40332.440286,False,False,False,False
2457080.516067,104660,40559.993021,13.328291,40572.281945,40340.812901,False,False,False,False
2457080.536499,104661,40542.183340,14.874102,40560.204153,40328.479651,False,False,False,False
2457080.556930,104662,40540.454453,13.650294,40563.718236,40331.733976,False,False,False,False
2457080.577362,104663,40544.091293,12.846909,40575.985301,40343.737001,False,False,False,False
2457080.597794,104664,40515.482088,14.111853,40562.015679,40329.499089,False,False,False,False
2457080.618226,104665,40568.048700,13.790510,40539.113623,40306.324512,False,True,True,True
2457080.638658,104666,40590.296693,14.584514,40566.053353,40332.987517,False,True,True,True
2457080.659090,104667,40578.835223,14.207582,40551.943473,40318.596738,False,False,False,False
2457080.679522,104668,40593.977219,14.990494,40564.396213,40330.764426,False,False,False,False
2457080.699954,104669,40602.673182,14.005491,40571.324506,40337.403541,False,False,False,False
2457080.720385,104670,40597.671281,14.426219,40565.095794,40330.881558,False,False,False,False
2457080.740817,104671,40616.895309,13.723312,40584.021822,40349.510243,False,False,False,False
2457080.761249,104672,40580.496246,14.609970,40546.755818,40311.942854,False,False,False,False
2457080.781681,104673,40583.725755,13.412684,40550.481643,40315.363283,False,False,False,False
2457080.802113,104674,40562.880180,15.017204,40530.492848,40295.065109,False,False,False,False
2457080.822545,104675,40568.184330,15.428478,40535.872431,40300.131355,False,False,False,False
2457080.842977,104676,40600.591678,14.555741,40568.656905,40332.598570,False,False,False,False
2457080.863409,104677,40596.571006,13.982175,40566.087994,40329.708506,False,False,False,False
2457080.883841,104678,40593.689992,13.793662,40564.699035,40327.994527,False,False,False,False
2457080.904272,104679,40588.246067,14.311138,40560.131404,40323.098044,False,False,False,False
2457080.924704,104680,40588.706050,13.929513,40561.144205,40323.778194,False,False,False,False
2457080.945136,104681,40587.149446,15.000575,40559.288366,40321.585929,False,False,False,False
2457080.965568,104682,40586.579626,14.638597,40560.610515,40322.567917,False,False,False,False
2457080.986000,104683,40597.991951,14.200783,40573.900670,40335.514206,False,False,False,False
2457081.006432,104684,40595.628344,14.009344,40573.531788,40334.797783,False,False,False,False
2457081.026864,104685,40579.306438,14.663670,40561.415015,40322.329832,False,False,False,False
2457081.047295,104686,40581.846544,14.134817,40567.708784,40328.268818,False,False,False,False
2457081.067727,104687,40580.908538,14.291417,40571.028343,40331.230020,False,False,False,False
2457081.088159,104688,40563.881974,15.094478,40559.248586,40319.088371,False,False,False,False
2457081.108591,104689,40593.113259,14.036059,40592.200444,40351.674837,False,False,False,False
2457081.129023,104690,40547.990378,14.768796,40555.898820,40315.004351,False,False,False,False
2457081.149455,104691,40550.657595,14.896719,40564.219939,40322.953179,False,False,False,False
2457081.169887,104692,40555.952188,14.600760,40575.305597,40333.663152,False,False,False,False
2457081.190319,104693,40551.198173,14.200803,40577.009046,40334.987556,False,False,False,False
2457081.210751,104694,40536.571960,13.156822,40568.616933,40326.213077,False,False,False,False
2457081.231182,104695,40529.393496,13.760077,40567.539683,40324.750177,False,False,False,False
2457081.251614,104696,40521.318020,13.809116,40565.525291,40322.346888,False,False,False,False
2457081.272046,104697,40525.210461,12.813915,40578.027379,40334.456870,False,False,False,False
2457081.292478,104698,40518.793541,13.734375,40579.363185,40335.397399,False,False,False,False
2457081.312910,104699,40499.934023,14.872122,40571.130628,40326.766434,False,False,False,False
2457081.333342,104700,40479.052644,13.905536,40562.723610,40317.957915,False,False,False,False
2457081.374205,104702,40613.828994,14.268666,40584.264908,40338.687088,False,True,True,True
2457081.394637,104703,40595.758234,14.724562,40568.507786,40322.519422,False,False,False,False
2457081.415069,104704,40593.944161,14.104815,40566.904860,40320.503018,False,False,False,False
2457081.435501,104705,40601.596327,14.348185,40575.951717,40329.133509,False,False,False,False
2457081.455933,104706,40588.794529,14.539867,40565.212892,40317.975463,False,False,False,False
2457081.476365,104707,40580.967889,14.688525,40560.312643,40312.653181,False,False,False,False
2457081.496797,104708,40600.634780,13.761479,40582.966451,40334.882192,False,False,False,False
2457081.517229,104709,40598.749774,14.387971,40583.373101,40334.861317,False,False,False,False
2457081.537660,104710,40589.185815,13.527606,40576.837811,40327.895815,False,False,False,False
2457081.558092,104711,40603.356224,14.137321,40593.038972,40343.664127,False,False,False,False
2457081.578524,104712,40576.777134,15.393658,40570.270455,40320.460163,False,False,False,False
2457081.598956,104713,40573.456410,14.354026,40571.319068,40321.070770,False,False,False,False
2457081.619388,104714,40581.690036,15.195985,40584.945994,40334.257183,False,False,False,False
2457081.639820,104715,40571.789815,14.277717,40580.368282,40329.236493,False,False,False,False
2457081.660252,104716,40574.567733,14.068990,40587.256084,40335.678890,False,False,False,False
2457081.680684,104717,40570.486985,13.453502,40588.089869,40336.064894,False,False,False,False
2457081.701115,104718,40559.439962,13.614977,40581.793082,40329.317996,False,False,False,False
2457081.721547,104719,40548.595588,14.649793,40575.881320,40322.953832,False,False,False,False
2457081.741979,104720,40545.505016,14.282276,40579.899626,40326.517495,False,False,False,False
2457081.762411,104721,40537.274660,13.845175,40578.088551,40324.249583,False,False,False,False
2457081.782843,104722,40538.939741,13.771235,40585.560033,40331.262075,False,False,False,False
2457081.803275,104723,40526.921099,13.968603,40579.655511,40324.896460,False,False,False,False
2457081.823707,104724,40522.445499,13.436779,40578.922843,40323.700641,False,False,False,False
2457081.844138,104725,40570.521174,14.923776,40539.063133,40283.375775,False,True,True,True
2457081.864570,104726,40607.626921,14.701899,40576.636613,40320.482133,False,True,True,True
2457081.885002,104727,40609.306899,15.264623,40577.198944,40320.575428,False,False,False,False
2457081.905434,104728,40612.415918,14.881208,40580.476206,40323.381786,False,False,False,False
2457081.925866,104729,40592.189277,15.805951,40561.304508,40303.737365,False,False,False,False
2457081.946298,104730,40603.947130,16.412741,40572.955549,40314.913913,False,False,False,False
2457081.966730,104731,40628.034919,13.525907,40596.100155,40337.582303,False,False,False,False
2457081.987161,104732,40620.297628,14.128527,40588.834254,40329.838513,False,False,False,False
2457082.007593,104733,40624.540778,13.417020,40593.069542,40333.594288,False,False,False,False
2457082.028025,104734,40623.835125,14.245655,40592.230878,40332.274536,False,False,False,False
2457082.048457,104735,40616.633212,13.503587,40586.494248,40326.055292,False,False,False,False
2457082.068889,104736,40619.837435,13.290243,40591.925738,40331.002692,False,False,False,False
2457082.089321,104737,40634.297152,14.167318,40607.090295,40345.681735,False,False,False,False
2457082.109753,104738,40637.495736,13.942264,40612.031426,40350.135976,False,False,False,False
2457082.130184,104739,40623.980577,13.798727,40600.551756,40338.168091,False,False,False,False
2457082.150616,104740,40622.865019,14.294230,40601.760614,40338.887460,False,False,False,False
2457082.171048,104741,40604.362725,14.060611,40587.057175,40323.693309,False,False,False,False
2457082.191480,104742,40609.494448,14.764349,40593.736502,40329.880750,False,False,False,False
2457082.211912,104743,40608.660516,13.976123,40594.992518,40330.643763,False,False,False,False
2457082.232344,104744,40642.395830,12.980154,40630.029711,40365.186883,False,False,False,False
2457082.252776,104745,40600.112594,13.899327,40590.204883,40324.866960,False,False,False,False
2457082.273207,104746,40607.977193,13.721839,40601.733374,40335.899397,False,False,False,False
2457082.293639,104747,40588.129221,14.466597,40585.733775,40319.402827,False,False,False,False
2457082.314071,104748,40583.447507,14.435149,40586.745559,40319.916778,False,False,False,False
2457082.334503,104749,40583.911487,14.322389,40592.370699,40325.043281,False,False,False,False
2457082.354935,104750,40583.385049,15.182101,40599.313523,40331.486709,False,False,False,False
2457082.375367,104751,40561.858218,15.212342,40584.840930,40316.514014,False,False,False,False
2457082.395798,104752,40559.511184,14.647046,40587.733351,40318.905688,False,False,False,False
2457082.416230,104753,40541.352003,14.170137,40575.899149,40306.570138,False,False,False,False
2457082.436662,104754,40550.309070,13.707032,40591.831779,40322.000878,False,False,False,False
2457082.457094,104755,40550.521780,14.135035,40600.241525,40329.908244,False,False,False,False
2457082.477526,104756,40506.787248,15.820750,40566.670521,40295.834424,False,False,False,False
2457082.497958,104757,40530.345145,13.367383,40598.248330,40326.909034,False,False,False,False
2457082.518390,104758,40527.854897,14.361339,40607.752351,40335.909526,False,False,False,False
2457082.538821,104759,40503.972804,14.002168,40601.952292,40329.605664,False,False,False,False
2457082.559253,104760,40499.929681,13.392703,40613.664426,40340.813774,False,False,False,False
2457082.579685,104761,40607.390737,14.233268,40588.106541,40314.751698,False,True,True,True
2457082.600117,104762,40614.810847,14.149026,40591.446744,40317.587599,False,False,False,False
2457082.620549,104763,40631.876799,14.443262,40611.892457,40337.528951,False,False,False,False
2457082.640981,104764,40615.851962,13.416566,40599.321053,40324.453185,False,False,False,False
2457082.661412,104765,40615.301423,13.700862,40604.689143,40329.316963,False,False,False,False
2457082.681844,104766,40592.430461,14.107858,40586.504324,40310.627939,False,False,False,False
2457082.702276,104767,40607.144617,14.110640,40606.376177,40329.995749,False,False,False,False
2457082.722708,104768,40595.096875,15.104842,40602.200602,40325.316347,False,False,False,False
2457082.743140,104769,40585.180817,13.695839,40600.108886,40322.721077,False,False,False,False
2457082.763572,104770,40573.538946,14.451334,40596.433958,40318.542923,False,False,False,False
2457082.784004,104771,40568.826297,13.827394,40601.522096,40323.128212,False,False,False,False
2457082.804435,104772,40558.905673,13.535676,40601.084650,40322.188357,False,False,False,False
2457082.824867,104773,40601.219824,14.465410,40578.335129,40298.936923,False,True,True,True
2457082.845299,104774,40621.030156,14.990119,40611.085127,40331.185550,False,True,True,True
2457082.865731,104775,40631.175396,14.267399,40615.998815,40335.598474,False,False,False,False
2457082.886163,104776,40607.824822,14.967059,40588.637771,40307.737325,False,False,False,False
2457082.906595,104777,40641.874655,14.064440,40619.206397,40337.806561,False,False,False,False
2457082.927026,104778,40634.931501,13.872522,40610.249526,40328.351070,False,False,False,False
2457082.947458,104779,40649.335818,12.934266,40622.826375,40340.430126,False,False,False,False
2457082.967890,104780,40644.146570,13.939817,40616.071643,40333.178482,False,False,False,False
2457082.988322,104781,40631.857439,13.747534,40603.583685,40320.194550,False,False,False,False
2457083.008754,104782,40652.820032,13.850950,40623.478045,40339.593930,False,False,False,False
2457083.029186,104783,40638.188346,15.381726,40607.386846,40323.008798,False,False,False,False
2457083.049617,104784,40658.305536,14.325453,40630.060247,40345.189375,False,False,False,False
2457083.070049,104785,40643.565186,14.591888,40615.327127,40329.964586,False,False,False,False
2457083.090481,104786,40632.144337,14.677853,40604.855428,40319.002437,False,False,False,False
2457083.110913,104787,40634.829605,14.894669,40609.877180,40323.535015,False,False,False,False
2457083.131345,104788,40624.794055,15.287812,40600.930104,40314.100087,False,False,False,False
2457083.151777,104789,40663.992646,13.494700,40641.430789,40354.114307,False,False,False,False
2457083.172208,104790,40653.120769,13.418313,40631.225120,40343.423614,False,False,False,False
2457083.192640,104791,40633.235132,13.762709,40613.541906,40325.256867,False,False,False,False
2457083.213072,104792,40647.611320,13.661537,40630.161730,40341.394711,False,False,False,False
2457083.233504,104793,40626.273416,15.751590,40612.283721,40323.036330,False,False,False,False
2457083.253936,104794,40629.775314,14.849503,40620.035344,40330.309240,False,False,False,False
2457083.274368,104795,40637.768570,14.896469,40633.230248,40343.027150,False,False,False,False
2457083.294800,104796,40650.242934,12.962621,40651.199171,40360.520852,False,False,False,False
2457083.335663,104798,40651.531779,14.214181,40622.211130,40330.587910,False,True,True,True
2457083.356095,104799,40661.769857,13.949099,40631.953470,40339.860680,False,False,False,False
2457083.376527,104800,40652.759666,13.805458,40623.877681,40331.317316,False,False,False,False
2457083.396959,104801,40653.954969,14.406855,40624.713871,40331.687980,False,False,False,False
2457083.417390,104802,40650.796599,15.494832,40622.468763,40328.979452,False,False,False,False
2457083.437822,104803,40648.312476,15.028180,40619.218392,40325.267819,False,False,False,False
2457083.458254,104804,40652.325122,15.205003,40623.606184,40329.196564,False,False,False,False
2457083.478686,104805,40646.428681,14.184916,40617.185232,40322.318837,False,False,False,False
2457083.499118,104806,40648.060859,14.765729,40618.935408,40323.614557,False,False,False,False
2457083.519550,104807,40620.272139,15.391230,40592.977426,40297.204499,False,False,False,False
2457083.539981,104808,40614.424217,13.715080,40589.332184,40293.109617,False,False,False,False
2457083.560413,104809,40627.145538,14.354172,40603.780152,40307.110428,False,False,False,False
2457083.580845,104810,40645.771374,13.463886,40624.597038,40327.482700,False,False,False,False
2457083.601277,104811,40654.242278,13.236196,40634.614314,40337.057961,False,False,False,False
2457083.621709,104812,40653.163699,14.566163,40633.939515,40335.943792,False,False,False,False
2457083.642141,104813,40653.118864,13.612680,40635.126878,40336.694489,False,False,False,False
2457083.662573,104814,40643.062671,14.400636,40626.633179,40327.766880,False,False,False,False
2457083.683004,104815,40668.636057,12.781370,40654.460430,40355.163035,False,False,False,False
2457083.703436,104816,40639.849505,14.582475,40628.671078,40328.945450,False,False,False,False
2457083.723868,104817,40646.749000,14.557996,40638.083508,40337.932562,False,False,False,False
2457083.744300,104818,40638.425512,13.393831,40632.850845,40332.277555,False,False,False,False
2457083.764732,104819,40633.864629,15.132667,40633.420882,40332.428268,False,False,False,False
2457083.785163,104820,40614.455798,14.339601,40619.239356,40317.830492,False,False,False,False
2457083.805595,104821,40625.225779,14.563154,40635.478989,40333.657007,False,False,False,False
2457083.826027,104822,40598.512309,14.707376,40613.843719,40311.611799,False,False,False,False
2457083.846459,104823,40599.315410,14.486314,40621.886863,40319.248234,False,False,False,False
2457083.866891,104824,40608.439758,14.086990,40636.527480,40333.485429,False,False,False,False
2457083.887322,104825,40606.405406,14.508042,40639.241831,40335.799696,False,False,False,False
2457083.907754,104826,40605.457191,13.618317,40644.693502,40340.854667,False,False,False,False
2457083.928186,104827,40589.428136,13.530372,40637.093309,40332.861216,False,False,False,False
2457083.948618,104828,40619.671858,13.147486,40675.722180,40371.100321,False,False,False,False
2457083.969050,104829,40560.195060,13.702504,40625.372732,40320.364643,False,False,False,False
2457083.989482,104830,40555.673737,14.321396,40631.470718,40326.079993,False,False,False,False
2457084.009913,104831,40539.065026,14.466327,40626.712090,40320.942374,False,False,False,False
2457084.030345,104832,40538.213364,12.928680,40640.110878,40333.965859,False,False,False,False
2457084.050777,104833,40624.291533,14.969950,40617.836804,40311.320227,False,True,True,True
2457084.071209,104834,40657.168896,14.347187,40647.793585,40340.909243,False,False,False,False
2457084.091641,104835,40645.680157,15.262135,40644.444871,40337.196601,False,False,False,False
2457084.112073,104836,40635.487524,14.129061,40640.605811,40332.997507,False,False,False,False
2457084.132504,104837,40621.384252,14.498359,40630.988132,40323.023733,False,False,False,False
2457084.152936,104838,40627.796451,14.164872,40645.724510,40337.408004,False,False,False,False
2457084.173368,104839,40621.281819,13.867827,40647.454304,40338.789729,False,False,False,False
2457084.193800,104840,40595.386979,14.189418,40634.072376,40325.063815,False,False,False,False
2457084.214232,104841,40581.225857,14.413540,40631.668289,40322.319877,False,False,False,False
2457084.234663,104842,40573.706059,13.711040,40637.418656,40327.734572,False,False,False,False
2457084.255095,104843,40561.746569,14.715986,40634.332482,40324.316953,False,False,False,False
2457084.275527,104844,40584.957396,13.140642,40663.523007,40353.180307,False,False,False,False
2457084.295959,104845,40653.609202,14.109567,40632.206364,40321.540815,False,True,True,True
2457084.316391,104846,40652.770593,14.854892,40629.820897,40318.836867,False,False,False,False
2457084.336822,104847,40651.866652,15.524240,40632.332696,40321.034599,False,False,False,False
2457084.357254,104848,40640.454062,14.734194,40624.047648,40312.439944,False,False,False,False
2457084.377686,104849,40635.336587,15.294330,40622.591793,40310.678983,False,False,False,False
2457084.398118,104850,40665.028705,14.235597,40659.941455,40347.728094,False,False,False,False
2457084.418550,104851,40645.194644,13.098100,40650.854773,40338.345455,False,False,False,False
2457084.438982,104852,40621.453584,14.409938,40638.022236,40325.221597,False,False,False,False
2457084.459413,104853,40609.961262,14.141582,40639.021457,40325.934185,False,False,False,False
2457084.479845,104854,40580.261169,14.169380,40624.449196,40311.080016,False,False,False,False
2457084.500277,104855,40580.532148,12.530436,40643.264471,40329.618152,False,False,False,False
2457084.520709,104856,40548.915543,13.610710,40635.393462,40321.474822,False,False,False,False
2457084.541141,104857,40644.467006,14.634408,40631.940838,40317.754731,False,True,True,True
2457084.561572,104858,40655.350253,14.059617,40642.555441,40328.106766,False,False,False,False
2457084.582004,104859,40648.125607,14.976765,40643.899761,40329.193462,False,False,False,False
2457084.602436,104860,40627.888140,15.034033,40634.242006,40319.283064,False,False,False,False
2457084.622868,104861,40642.739907,14.361758,40663.259541,40348.052980,False,False,False,False
2457084.643300,104862,40912.321988,14.339019,40946.980697,40631.531584,False,False,False,False
2457084.663731,104863,40613.956512,268.442139,40613.880820,40298.194260,True,True,True,True
2457084.684163,104864,40607.212741,14.685243,40635.953051,40320.034189,False,True,True,True
2457084.704595,104865,40639.230096,14.288882,40654.964958,40338.818981,False,False,False,False
2457084.725027,104866,40642.964746,14.468310,40647.554757,40331.186891,False,False,False,False
2457084.745459,104867,40659.980007,14.842564,40655.467182,40338.882690,False,False,False,False
2457084.765891,104868,40663.636045,14.115091,40651.341723,40334.545909,False,False,False,False
2457084.786322,104869,40656.602227,14.653613,40639.057525,40322.055731,False,False,False,False
2457084.806754,104870,40667.107839,14.371787,40646.323933,40329.121538,False,False,False,False
2457084.827186,104871,40677.370282,14.486220,40654.433356,40337.035775,False,False,False,False
2457084.847618,104872,40681.329723,13.743046,40655.643075,40338.055764,False,False,False,False
2457084.868050,104873,40678.072007,14.492259,40652.062581,40334.291030,False,False,False,False
2457084.888481,104874,40663.961691,14.961733,40637.585310,40319.635045,False,False,False,False
2457084.908913,104875,40674.615372,14.270645,40650.719835,40332.596419,False,False,False,False
2457084.929345,104876,40662.030725,14.358676,40639.898799,40321.607829,False,False,False,False
2457084.949777,104877,40677.429535,13.676651,40658.261330,40339.808439,False,False,False,False
2457084.970209,104878,40651.107454,14.865026,40637.525880,40318.916736,False,False,False,False
2457084.990640,104879,40634.175356,14.852972,40625.382667,40306.622971,False,False,False,False
2457085.011072,104880,40671.824228,13.560194,40670.274353,40351.369840,False,False,False,False
2457085.031504,104881,40634.461927,15.251459,40641.029362,40321.985800,False,False,False,False
2457085.051936,104882,40653.868263,13.454399,40666.089985,40346.913175,False,False,False,False
2457085.072368,104883,40623.928910,13.677775,40640.527837,40321.223612,False,False,False,False
2457085.092799,104884,40636.382535,13.692367,40657.150775,40337.725001,False,False,False,False
2457085.113231,104885,40613.227880,13.963439,40641.514783,40321.973356,False,False,False,False
2457085.133663,104886,40601.937671,13.279283,40636.147223,40316.496071,False,False,False,False
2457085.154095,104887,40597.186543,13.127605,40641.367525,40321.612605,False,False,False,False
2457085.174527,104888,40596.279097,13.842196,40654.080067,40334.227368,False,False,False,False
2457085.194958,104889,40596.989906,13.963646,40671.379670,40351.435210,False,False,False,False
2457085.215390,104890,40543.352427,14.530190,40634.019129,40313.988954,False,False,False,False
2457085.235822,104891,40550.180256,13.428852,40663.474080,40343.364265,False,False,False,False
2457085.256254,104892,40514.261013,13.324459,40645.353468,40325.170118,False,False,False,False
2457085.297117,104894,40661.553417,14.531254,40647.714444,40327.402442,False,True,True,True
2457085.317549,104895,40657.375329,13.895816,40648.531904,40328.164840,False,False,False,False
2457085.337981,104896,40647.291181,15.188582,40643.098937,40322.683022,False,False,False,False
2457085.358413,104897,40650.311931,14.703530,40649.821382,40329.362854,False,False,False,False
2457085.378845,104898,40655.365689,13.189147,40659.470921,40338.976042,False,False,False,False
2457085.399276,104899,40632.226293,14.198981,40643.718735,40323.193791,False,False,False,False
2457085.419708,104900,40635.335921,13.900258,40654.621693,40334.072996,False,False,False,False
2457085.440140,104901,40628.772054,14.248313,40656.349765,40335.783651,False,False,False,False
2457085.460572,104902,40663.121415,14.469989,40698.661651,40378.084477,False,False,False,False
2457085.481003,104903,40601.923355,13.561317,40647.341141,40326.759288,False,False,False,False
2457085.501435,104904,40570.486508,14.675689,40627.195903,40306.615774,False,False,False,False
2457085.521867,104905,40648.996516,13.925408,40625.927373,40305.355393,False,True,True,True
2457085.542299,104906,40662.433546,14.585871,40636.480171,40315.922787,False,True,True,True
2457085.562731,104907,40677.909491,14.926760,40653.243335,40332.707012,False,False,False,False
2457085.583163,104908,40672.246536,14.407883,40649.530481,40329.021707,False,False,False,False
2457085.603594,104909,40661.105397,14.359488,40640.041442,40319.566725,False,False,False,False
2457085.624026,104910,40655.285944,14.517927,40635.231741,40314.797605,False,False,False,False
2457085.644458,104911,40669.691796,13.239886,40655.311018,40334.924008,False,False,False,False
2457085.664890,104912,40639.992386,15.051331,40630.874223,40310.540902,False,False,False,False
2457085.685321,104913,40658.175732,13.467609,40653.456398,40333.183347,False,False,False,False
2457085.705753,104914,40654.277588,14.216980,40655.681556,40335.475371,False,False,False,False
2457085.726185,104915,40638.036859,14.051059,40644.429071,40324.296367,False,False,False,False
2457085.746617,104916,40642.804684,13.778568,40657.086897,40337.034303,False,False,False,False
2457085.767049,104917,40635.701981,14.377533,40616.693120,40296.727281,False,True,True,True
2457085.787480,104918,40663.444432,14.335746,40656.947558,40337.075135,False,True,True,True
2457085.807912,104919,40669.761105,13.784367,40659.195042,40339.422709,False,False,False,False
2457085.828344,104920,40662.096623,15.150336,40649.301551,40329.635998,False,False,False,False
2457085.848776,104921,40669.327001,14.718299,40652.365018,40332.812946,False,False,False,False
2457085.869208,104922,40674.207590,13.693388,40653.709459,40334.277583,False,False,False,False
2457085.889639,104923,40674.190471,14.122338,40651.588921,40332.283967,False,False,False,False
2457085.910071,104924,40681.067468,14.047488,40656.551245,40337.379954,False,False,False,False
2457085.930503,104925,40671.982027,14.508703,40646.653193,40327.622312,False,False,False,False
2457085.950935,104926,40669.245611,13.747225,40643.977487,40325.093779,False,False,False,False
2457085.971367,104927,40680.447730,14.690183,40655.625856,40336.896090,False,False,False,False
2457085.991798,104928,40658.286974,14.885473,40634.517805,40315.948762,False,False,False,False
2457086.012230,104929,40658.284584,14.951347,40638.840827,40320.439295,False,False,False,False
2457086.032662,104930,40664.228332,14.207112,40650.194892,40331.967671,False,False,False,False
2457086.053094,104931,40664.124062,13.508720,40653.563075,40335.516969,False,False,False,False
2457086.073525,104932,40637.544914,16.291588,40628.581170,40310.722991,False,False,False,False
2457086.093957,104933,40641.534880,16.519983,40634.973948,40317.310518,False,False,False,False
2457086.114389,104934,40668.591909,13.919756,40665.644452,40348.182596,False,False,False,False
2457086.134821,104935,40626.819064,15.834825,40627.446058,40310.192606,False,False,False,False
2457086.155253,104936,40640.195287,14.447272,40648.568278,40331.530070,False,False,False,False
2457086.175684,104937,40638.041180,14.050282,40652.197336,40335.381211,False,False,False,False
2457086.196116,104938,40641.297874,13.354134,40665.353331,40348.766135,False,False,False,False
2457086.216548,104939,40613.770638,14.153995,40650.184494,40333.833077,False,False,False,False
2457086.236980,104940,40554.567891,13.203780,40605.745944,40289.637159,False,False,False,False
2457086.257411,104941,40600.821231,14.529023,40579.823530,40263.964228,False,True,True,True
2457086.277843,104942,40579.332162,13.814044,40559.354512,40243.751553,False,False,False,False
2457086.298275,104943,40559.348123,15.387851,40537.939393,40222.599632,False,False,False,False
2457086.318707,104944,40628.774576,15.001051,40605.954133,40290.884428,False,False,False,False
2457086.339139,104945,40654.137854,15.189074,40631.654297,40316.861508,False,False,False,False
2457086.359570,104946,40685.816782,13.759901,40662.532060,40348.023045,False,False,False,False
2457086.380002,104947,40687.409717,13.227555,40663.575569,40349.357184,False,False,False,False
2457086.400434,104948,40669.994802,13.436617,40645.808248,40331.887350,False,False,False,False
2457086.420866,104949,40685.788143,13.473988,40661.996619,40348.380061,False,False,False,False
2457086.441298,104950,40692.320833,13.914831,40670.428985,40357.123618,False,False,False,False
2457086.461729,104951,40672.078657,14.697718,40651.425790,40338.438462,False,False,False,False
2457086.482161,104952,40672.843741,13.537595,40653.429890,40340.767445,False,False,False,False
2457086.502593,104953,40673.763929,14.558832,40657.739383,40345.408662,False,False,False,False
2457086.523025,104954,40668.619122,14.569035,40654.797032,40342.804869,False,False,False,False
